MitocartaID	MitocartaGene	UniprotNameMatches	UniprotBlastID	UniprotBlastName	BlastIdentity	BlastIdentityNoGaps	BlastCoverage
NP_001273637	ACSL1	1	P33121	ACSL1	1	1	1
NP_001273677	MRPS27	0	Q92552	RT27	0.967289719626168	1	1
NP_001273763	RNASEH1	0	O60930	RNH1	1	1	1
NP_001273960	STOML2	0	Q9UJZ1	STML2	0.873595505617977	1	1
NP_001274178	D2HGDH	0	Q8N465	D2HDH	1	1	1
NP_001274316	SLC25A1	0	P53007	TXTP	1	1	1
NP_001275897	ACSF2	1	Q96CM8	ACSF2	0.9609375	1	1
NP_001276839	IDH2	0	P48735	IDHP	1	1	1
NP_001294	COX10	1	Q12887	COX10	1	1	1
NP_001295350	PIGBOS1	0	A0A0B4J2F0	PIOS1	1	1	1
NP_001335641	HTD2	1	P86397	HTD2	1	1	1
NP_001350	DECR1	0	Q16698	DECR	1	1	1
NP_001352	DHODH	0	Q02127	PYRD	1	1	1
NP_001389	ECH1	1	Q13011	ECH1	1	1	1
NP_001434	FABP1	0	P07148	FABPL	1	1	1
NP_001473	GATM	1	P50440	GATM	1	1	1
NP_001474	NIPSNAP2	0	O75323	NIPS2	1	1	1
NP_001478	BLOC1S1	0	P78537	BL1S1	1	1	1
NP_001504	GSTZ1	0	O43708	MAAI	1	1	1
NP_001536	MRPL58	0	Q14197	ICT1	1	1	1
NP_001598	ACAA1	0	P09110	THIK	1	1	1
NP_001599	ACADL	1	P28330	ACADL	1	1	1
NP_001600	ACADSB	0	P45954	ACDSB	1	1	1
NP_001616	AK2	0	P54819	KAD2	1	1	1
NP_001627	SLC25A6	0	P12236	ADT3	1	1	1
NP_001653	ARF5	1	P84085	ARF5	1	1	1
NP_001677	ATP5F1B	0	P06576	ATPB	1	1	1
NP_001679	ATP5PB	0	P24539	AT5F1	1	1	1
NP_001688	ATP5PO	0	P48047	ATPO	1	1	1
NP_001689	AUH	0	Q13825	AUHM	1	1	1
NP_001730	CA5A	0	P35218	CAH5A	1	1	1
NP_001743	CAT	0	P04040	CATA	1	1	1
NP_001852	COX4I1	0	P13073	COX41	1	1	1
NP_001853	COX5B	1	P10606	COX5B	1	1	1
NP_001854	COX6B1	0	P14854	CX6B1	1	1	1
NP_001855	COX7A1	0	P24310	CX7A1	1	1	1
NP_001857	COX7B	1	P24311	COX7B	1	1	1
NP_001858	COX7C	1	P15954	COX7C	1	1	1
NP_001867	CPT1A	1	P50416	CPT1A	1	1	1
NP_001909	DBT	0	P11182	ODB2	1	1	1
NP_001922	DLAT	0	P10515	ODP2	1	1	1
NP_001924	DLST	0	P36957	ODO2	1	1	1
NP_001976	ETFB	1	P38117	ETFB	1	1	1
NP_002023	FTH1	0	P02794	FRIH	1	1	1
NP_002038	GARS1	0	P41250	GARS	1	1	1
NP_002076	GPX4	1	P36969	GPX4	1	1	1
NP_002147	HSPD1	0	P10809	CH60	1	1	1
NP_002148	HSPE1	0	P61604	CH10	1	1	1
NP_002387	ME2	0	P23368	MAOM	1	1	1
NP_002428	MPV17	1	P39210	MPV17	1	1	1
NP_002479	NDUFA2	0	O43678	NDUA2	1	1	1
NP_002480	NDUFA4	0	O00483	NDUA4	1	1	1
NP_002486	NDUFS4	0	O43181	NDUS4	1	1	1
NP_002487	NDUFS8	0	O00217	NDUS8	1	1	1
NP_002504	NME3	0	Q13232	NDK3	1	1	1
NP_002519	NTHL1	0	P78549	NTH	1	1	1
NP_002532	OGDH	0	Q02218	ODO1	1	1	1
NP_002533	OGG1	1	O15527	OGG1	1	1	1
NP_002590	PDE2A	1	O00408	PDE2A	1	1	1
NP_002601	PDK1	1	Q15118	PDK1	1	1	1
NP_002603	PDK4	1	Q16654	PDK4	1	1	1
NP_002681	POLB	0	P06746	DPOLB	1	1	1
NP_002721	PRKACA	0	P17612	KAPCA	1	1	1
NP_002849	ABCD3	1	P28288	ABCD3	1	1	1
NP_002940	MRPL12	0	P52815	RM12	1	1	1
NP_002991	SDHB	1	P21912	SDHB	1	1	1
NP_003110	SPG7	1	Q9UQ90	SPG7	1	1	1
NP_003115	SPR	0	P35270	SPRE	1	1	1
NP_003162	SUPV3L1	0	Q8IYB8	SUV3	1	1	1
NP_003346	UCP2	1	P55851	UCP2	1	1	1
NP_003347	UCP3	1	P55916	UCP3	1	1	1
NP_003356	UQCRC1	0	P31930	QCR1	1	1	1
NP_003357	UQCRC2	0	P22695	QCR2	1	1	1
NP_003365	VDAC1	1	P21796	VDAC1	1	1	1
NP_003468	PDHX	0	O00330	ODPX	1	1	1
NP_003670	KMO	1	O15229	KMO	1	1	1
NP_003680	AKR7A2	0	O43488	ARK72	1	1	1
NP_003696	SLC25A12	0	O75746	CMC1	1	1	1
NP_003767	MRPL40	0	Q9NQ50	RM40	1	1	1
NP_003837	PEX11B	0	O96011	PX11B	1	1	1
NP_003839	SUCLG2	0	Q96I99	SUCB2	1	1	1
NP_003840	SUCLG1	0	P53597	SUCA	1	1	1
NP_003841	SUCLA2	0	Q9P2R7	SUCB1	1	1	1
NP_003867	TMEM11	0	P17152	TMM11	1	1	1
NP_004040	BCL2A1	0	Q16548	B2LA1	1	1	1
NP_004042	BDH1	0	Q02338	BDH	1	1	1
NP_004043	BNIP3	1	Q12983	BNIP3	1	1	1
NP_004065	COX8A	1	P10176	COX8A	1	1	1
NP_004066	CRY1	1	Q16526	CRY1	1	1	1
NP_004068	CS	0	O75390	CISY	1	1	1
NP_004076	TIMM8A	0	O60220	TIM8A	1	1	1
NP_004083	ECHS1	0	P30084	ECHM	1	1	1
NP_004090	STOM	1	P27105	STOM	1	1	1
NP_004095	FASN	0	P49327	FAS	1	1	1
NP_004100	FDX1	0	P10109	ADX	1	1	1
NP_004125	HSPA9	0	P38646	GRP75	1	1	1
NP_004126	IDH3G	1	P51553	IDH3G	1	1	1
NP_004137	NDUFB7	0	P17568	NDUB7	1	1	1
NP_004159	SDHA	1	P31040	SDHA	1	1	1
NP_004246	COX5A	1	P20674	COX5A	1	1	1
NP_004270	PMPCB	0	O75439	MPPB	1	1	1
NP_004285	MTRF1	0	O75570	RF1M	1	1	1
NP_004313	BAD	1	Q92934	BAD	1	1	1
NP_004322	BNIP3L	0	O60238	BNI3L	1	1	1
NP_004323	BPHL	1	Q86WA6	BPHL	1	1	1
NP_004337	CASP3	1	P42574	CASP3	1	1	1
NP_004364	COX6A1	0	P12074	CX6A1	1	1	1
NP_004365	COX6C	1	P09669	COX6C	1	1	1
NP_004366	COX11	1	Q9Y6N1	COX11	1	1	1
NP_004426	ENDOG	0	Q14249	NUCG	1	1	1
NP_004474	GCSH	1	P23434	GCSH	1	1	1
NP_004519	MGST3	1	O14880	MGST3	1	1	1
NP_004532	NDUFA1	0	O15239	NDUA1	1	1	1
NP_004533	NDUFA3	0	O95167	NDUA3	1	1	1
NP_004535	NDUFA10	0	O95299	NDUAA	1	1	1
NP_004537	NDUFB2	0	O95178	NDUB2	1	1	1
NP_004538	NDUFB4	0	O95168	NDUB4	1	1	1
NP_004539	NDUFB10	0	O96000	NDUBA	1	1	1
NP_004541	NDUFS2	0	O75306	NDUS2	1	1	1
NP_004542	NDUFS3	0	O75489	NDUS3	1	1	1
NP_004544	NDUFS6	0	O75380	NDUS6	1	1	1
NP_004553	PRKN	1	O60260	PRKN	1	1	1
NP_004555	GATB	1	O75879	GATB	1	1	1
NP_004580	SCO1	1	O75880	SCO1	1	1	1
NP_004609	TOP3A	1	Q13472	TOP3A	1	1	1
NP_004640	GATD3A	0	A0A0B4J2D5	GAL3B	1	1	1
NP_004709	COX7A2L	0	O14548	COX7R	1	1	1
NP_004740	TBRG4	0	Q969Z0	FAKD4	1	1	1
NP_004773	SNAP29	0	O95721	SNP29	1	1	1
NP_004854	SPTLC2	0	O15270	SPTC2	1	1	1
NP_004882	MRPL33	0	O75394	RM33	1	1	1
NP_004885	ATP5MPL	0	P56378	ATP68	1	1	1
NP_004896	PRDX6	1	P30041	PRDX6	1	1	1
NP_004918	MRPL49	0	Q13405	RM49	1	1	1
NP_004992	NDUFA7	0	O95182	NDUA7	1	1	1
NP_004993	NDUFA9	0	Q16795	NDUA9	1	1	1
NP_004994	NDUFAB1	0	O14561	ACPM	1	1	1
NP_005026	POLRMT	0	O00411	RPOM	1	1	1
NP_005138	DNAJA3	0	Q96EY1	DNJA3	1	1	1
NP_005155	ABCD2	1	Q9UBJ2	ABCD2	1	1	1
NP_005196	COX6A2	0	Q02221	CX6A2	1	1	1
NP_005253	GFER	0	P55789	ALR	1	1	1
NP_005262	GLUD1	0	P00367	DHE3	1	1	1
NP_005331	HINT1	1	P49773	HINT1	1	1	1
NP_005381	PDHA2	0	P29803	ODPAT	1	1	1
NP_005382	PDK3	1	Q15120	PDK3	1	1	1
NP_005519	DNAJC4	0	Q9NNZ3	DNJC4	1	1	1
NP_005521	IDH3A	1	P50213	IDH3A	1	1	1
NP_005539	KARS1	0	Q15046	SYK	1	1	1
NP_005613	ACSM3	1	Q53FZ2	ACSM3	1	1	1
NP_005680	ABCB6	1	Q9NP58	ABCB6	1	1	1
NP_005685	COX17	1	Q14061	COX17	1	1	1
NP_005693	ERAL1	1	O75616	ERAL1	1	1	1
NP_005720	PPIF	1	P30405	PPIF	1	1	1
NP_005754	AASS	1	Q9UDR5	AASS	1	1	1
NP_005785	DHRS2	1	Q13268	DHRS2	1	1	1
NP_005800	PRDX2	1	P32119	PRDX2	1	1	1
NP_005821	MRPS31	0	Q92665	RT31	1	1	1
NP_005825	TIMM17B	0	O60830	TI17B	1	1	1
NP_005827	RIDA	1	P52758	RIDA	1	1	1
NP_005879	SLC25A3	0	Q00325	MPCP	1	1	1
NP_005890	NBR1	1	Q14596	NBR1	1	1	1
NP_005994	UQCRFS1	0	P47985	UCRI	1	1	1
NP_005995	UQCRH	0	P07919	QCR6	1	1	1
NP_006003	CLPP	1	Q16740	CLPP	1	1	1
NP_006011	ALKBH1	0	Q13686	ALKB1	1	1	1
NP_006102	ACAA2	0	P42765	THIM	1	1	1
NP_006318	TIMM23	0	O14925	TIM23	1	1	1
NP_006326	TIMM17A	0	Q99595	TI17A	1	1	1
NP_006336	SLC30A9	0	Q6PML9	ZNT9	1	1	1
NP_006342	TIMM44	0	O43615	TIM44	1	1	1
NP_006397	PRDX4	1	Q13162	PRDX4	1	1	1
NP_006419	MRPL28	0	Q13084	RM28	1	1	1
NP_006431	TXNRD2	0	Q9NNW7	TRXR2	1	1	1
NP_006467	ATP5MG	0	O75964	ATP5L	1	1	1
NP_006545	MTX2	1	O75431	MTX2	1	1	1
NP_006558	FARS2	0	O95363	SYFM	1	1	1
NP_006627	MTHFD2	0	P13995	MTDC	1	1	1
NP_006651	CLPX	1	O76031	CLPX	1	1	1
NP_006784	PRDX3	1	P30048	PRDX3	1	1	1
NP_006787	AFG3L2	0	Q9Y4W6	AFG32	1	1	1
NP_006800	TOMM34	0	Q15785	TOM34	1	1	1
NP_006812	ACOT2	1	P49753	ACOT2	1	1	1
NP_006821	UQCR11	0	O14957	QCR10	1	1	1
NP_008817	ATP5F1E	0	P56381	ATP5E	1	1	1
NP_008830	IDH3B	1	O43837	IDH3B	1	1	1
NP_008834	PPA2	0	Q9H2U2	IPYR2	0.913173652694611	1	1
NP_008911	MTERF1	0	Q99551	MTEF1	1	1	1
NP_009014	NUDT6	1	P53370	NUDT6	1	1	1
NP_009031	ATP5ME	0	P56385	ATP5I	1	1	1
NP_009129	PLPBP	0	O94903	PLPHP	1	1	1
NP_009133	AKAP10	0	O43572	AKA10	1	1	1
NP_009139	MRPL3	0	P09001	RM03	1	1	1
NP_009146	POLG2	0	Q9UHN1	DPOG2	1	1	1
NP_009151	CA5B	0	Q9Y2D0	CAH5B	1	1	1
NP_009169	PXMP4	1	Q9Y6I8	PXMP4	1	1	1
NP_036216	GLUD2	0	P49448	DHE4	1	1	1
NP_036221	ABCB10	0	Q9NRK6	ABCBA	1	1	1
NP_036250	NOCT	1	Q9UK39	NOCT	1	1	1
NP_036313	FKBP8	1	Q14318	FKBP8	0.997578692493947	1	1
NP_036322	ALDH1L1	0	O75891	AL1L1	1	1	1
NP_036324	TIMM10B	0	Q9Y5J6	T10B	1	1	1
NP_036335	GRHPR	1	Q9UBQ7	GRHPR	1	1	1
NP_036345	MLYCD	0	O95822	DCMC	1	1	1
NP_036360	MSRB2	1	Q9Y3D2	MSRB2	1	1	1
NP_036372	SIRT4	0	Q9Y6E7	SIR4	1	1	1
NP_036450	LETM1	1	O95202	LETM1	1	1	1
NP_036475	NNT	0	Q13423	NNTM	1	1	1
NP_036588	TIMM10	0	P62072	TIM10	1	1	1
NP_036590	TIMM13	0	Q9Y5L4	TIM13	1	1	1
NP_036592	TIMM9	0	Q9Y5J7	TIM9	1	1	1
NP_036605	TXN2	0	Q99757	THIOM	1	1	1
NP_037370	DNAJC15	0	Q9Y5T4	DJC15	1	1	1
NP_037379	HTRA2	1	O43464	HTRA2	1	1	1
NP_037460	PYCR2	0	Q96C36	P5CR2	1	1	1
NP_037469	TIMM22	0	Q9Y584	TIM22	1	1	1
NP_037518	SLC25A24	0	Q6NUK1	SCMC1	1	1	1
NP_037519	UQCR10	0	Q9UDW1	QCR9	1	1	1
NP_037523	DMGDH	0	Q9UI17	M2GD	1	1	1
NP_037525	MRM2	1	Q9UI43	MRM2	1	1	1
NP_039269	LIG3	0	P49916	DNLI3	1	1	1
NP_054737	MRPS28	0	Q9Y2Q9	RT28	1	1	1
NP_054765	MRPS18B	0	Q9Y676	RT18B	1	1	1
NP_054768	ACAD9	1	Q9H845	ACAD9	1	1	1
NP_054769	MRPL42	0	Q9Y6G3	RM42	1	1	1
NP_054786	MACROD1	0	Q9BQ69	MACD1	1	1	1
NP_054797	MRPL13	0	Q9BYD1	RM13	1	1	1
NP_054861	NUDT5	1	Q9UKK9	NUDT5	1	1	1
NP_054880	MRPL18	0	Q9H0U6	RM18	1	1	1
NP_054884	NDUFAF4	0	Q9P032	NDUF4	1	1	1
NP_054887	METTL5	0	Q9NRN9	METL5	1	1	1
NP_054894	MRPL15	0	Q9P015	RM15	1	1	1
NP_054896	TIMM21	0	Q9BVV7	TIM21	1	1	1
NP_055037	NDUFA8	0	P51970	NDUA8	1	1	1
NP_055049	HSD17B8	0	Q92506	DHB8	1	1	1
NP_055067	SLC25A15	0	Q9Y619	ORNT1	1	1	1
NP_055112	ETHE1	1	O95571	ETHE1	1	1	1
NP_055132	PDSS1	0	Q5T2R2	DPS1	1	1	1
NP_055139	AMACR	1	Q9UHK6	AMACR	1	1	1
NP_055157	MTCH2	1	Q9Y6C9	MTCH2	1	1	1
NP_055177	HIBCH	1	Q6NVY1	HIBCH	1	1	1
NP_055182	FAM162A	0	Q96A26	F162A	1	1	1
NP_055199	ACAD8	1	Q9UKU7	ACAD8	1	1	1
NP_055205	SND1	1	Q7KZF4	SND1	1	1	1
NP_055209	GHITM	1	Q9H3K2	GHITM	1	1	1
NP_055217	UQCRQ	0	O14949	QCR8	1	1	1
NP_055324	SERHL2	0	Q9H4I8	SEHL2	1	1	1
NP_055578	MRPL19	0	P49406	RM19	1	1	1
NP_055580	TOMM20	0	Q15388	TOM20	1	1	1
NP_055635	TOMM70	0	O94826	TOM70	1	1	1
NP_055720	GLS	0	O94925	GLSK	1	1	1
NP_055975	PMPCA	0	Q10713	MPPA	1	1	1
NP_056155	LARS2	0	Q15031	SYLM	1	1	1
NP_056193	VPS13D	0	Q5THJ4	VP13D	1	1	1
NP_056195	SAMM50	0	Q9Y512	SAM50	1	1	1
NP_056236	TMEM186	0	Q96B77	TM186	1	1	1
NP_056284	NIPSNAP3A	0	Q9UFN0	NPS3A	1	1	1
NP_056303	PNKD	1	Q8N490	PNKD	1	1	1
NP_056325	DHRS7B	0	Q6IAN0	DRS7B	1	1	1
NP_056338	REXO2	0	Q9Y3B8	ORN	1	1	1
NP_056360	PTCD1	1	O75127	PTCD1	1	1	1
NP_056362	ACOT11	0	Q8WXI4	ACO11	1	1	1
NP_056375	OPA1	1	O60313	OPA1	1	1	1
NP_056399	POLDIP2	0	Q9Y2S7	PDIP2	1	1	1
NP_056481	MTG2	1	Q9H4K7	MTG2	1	1	1
NP_056494	TRUB2	1	O95900	TRUB2	1	1	1
NP_056517	MMADHC	0	Q9H3L0	MMAD	1	1	1
NP_056651	WARS2	0	Q9UGM6	SYWM	1	1	1
NP_056991	LAP3	0	P28838	AMPL	1	1	1
NP_057026	MTERF3	0	Q96E29	MTEF3	1	1	1
NP_057034	MRPL2	0	Q5T653	RM02	1	1	1
NP_057040	MRPL4	0	Q9BYD3	RM04	1	1	1
NP_057049	NDUFA13	0	Q9P0J0	NDUAD	1	1	1
NP_057053	MRPS17	0	Q9Y2R5	RT17	1	1	1
NP_057055	MRPS7	0	Q9Y2R9	RT07	1	1	1
NP_057071	HEBP1	1	Q9NRV9	HEBP1	1	1	1
NP_057097	NDUFAF1	0	Q9Y375	CIA30	1	1	1
NP_057104	TFB1M	1	Q8WVM0	TFB1M	1	1	1
NP_057111	LACTB2	0	Q53H82	LACB2	1	1	1
NP_057118	MRPS2	0	Q9Y399	RT02	1	1	1
NP_057128	FAHD2A	0	Q96GK7	FAH2A	1	1	1
NP_057134	MRPL11	0	Q9Y3B7	RM11	1	1	1
NP_057139	MRPL48	0	Q96GC5	RM48	1	1	1
NP_057149	MRPS16	0	Q9Y3D3	RT16	1	1	1
NP_057151	MRPS18C	0	Q9Y3D5	RT18C	1	1	1
NP_057152	FIS1	1	Q9Y3D6	FIS1	1	1	1
NP_057153	PAM16	0	Q9Y3D7	TIM16	1	1	1
NP_057154	MRPS23	0	Q9Y3D9	RT23	1	1	1
NP_057155	MRPS33	0	Q9Y291	RT33	1	1	1
NP_057158	BOLA1	1	Q9Y3E2	BOLA1	1	1	1
NP_057161	PTRH2	0	Q9Y3E5	PTH2	1	1	1
NP_057170	STYXL1	0	Q9Y6J8	STYL1	1	1	1
NP_057223	CHCHD2	0	Q9Y6H1	CHCH2	1	1	1
NP_057257	HEMK1	1	Q9Y5R4	HEMK1	1	1	1
NP_057395	ATP5IF1	0	Q9UII2	ATIF1	1	1	1
NP_057444	TACO1	1	Q9BSH4	TACO1	1	1	1
NP_057445	ACP6	0	Q9NPH0	PPA6	1	1	1
NP_057483	TRIAP1	0	O43715	TRIA1	1	1	1
NP_057501	GLRX5	1	Q86SX6	GLRX5	1	1	1
NP_057575	MRPL37	0	Q9BZE1	RM37	1	1	1
NP_057581	MRPL51	0	Q4U2R6	RM51	1	1	1
NP_057582	MTFP1	1	Q9UDX5	MTFP1	1	1	1
NP_057588	MRPL27	0	Q9P0M9	RM27	1	1	1
NP_057649	COA4	1	Q9NYJ1	COA4	1	1	1
NP_057665	ECSIT	1	Q9BQ95	ECSIT	1	1	1
NP_057673	TIMMDC1	0	Q9NPL8	TIDC1	1	1	1
NP_057691	ARMCX3	0	Q9UH62	ARMX3	1	1	1
NP_057692	ARMCX1	0	Q9P291	ARMX1	1	1	1
NP_057696	SLC25A37	0	Q9NYZ2	MFRN1	1	1	1
NP_057706	MRPL35	0	Q9NZE8	RM35	1	1	1
NP_057724	MRPS30	0	Q9NP92	RT30	1	1	1
NP_059117	COQ3	1	Q9NZJ6	COQ3	1	1	1
NP_060017	FOXRED1	0	Q96CU9	FXRD1	1	1	1
NP_060116	TRIT1	0	Q9H3H1	MOD5	1	1	1
NP_060225	NSUN2	1	Q08J23	NSUN2	1	1	1
NP_060282	CHCHD3	0	Q9NX63	MIC19	1	1	1
NP_060289	TRMT10C	0	Q7L0Y3	TM10C	1	1	1
NP_060294	MARCHF5	0	Q9NX47	MARH5	1	1	1
NP_060297	SARS2	0	Q9NP81	SYSM	1	1	1
NP_060310	MRPL16	0	Q9NX20	RM16	1	1	1
NP_060311	SDHAF2	0	Q9NX18	SDHF2	1	1	1
NP_060336	TMEM70	0	Q9BUB7	TMM70	1	1	1
NP_060342	THG1L	0	Q9NWX6	THG1	1	1	1
NP_060345	SLC25A38	0	Q96DW6	S2538	1	1	1
NP_060358	ACSM5	1	Q6NUN0	ACSM5	1	1	1
NP_060367	OXSM	1	Q9NWU1	OXSM	1	1	1
NP_060368	MTARC2	0	Q969Z3	MARC2	1	1	1
NP_060380	TRMT61B	0	Q9BVS5	TR61B	1	1	1
NP_060388	MCUB	1	Q9NWR8	MCUB	1	1	1
NP_060389	STX17	1	P56962	STX17	1	1	1
NP_060422	PTCD3	1	Q96EY7	PTCD3	1	1	1
NP_060441	MRPL20	0	Q9BYC9	RM20	1	1	1
NP_060460	PDPR	1	Q8NCN5	PDPR	1	1	1
NP_060476	TRMU	0	O75648	MTU1	1	1	1
NP_060530	IARS2	0	Q9NSE4	SYIM	1	1	1
NP_060579	MTPAP	0	Q9NVV4	PAPD1	1	1	1
NP_060592	DARS2	0	Q6PI48	SYDM	1	1	1
NP_060599	PNPO	1	Q9NVS9	PNPO	1	1	1
NP_060605	MRPS18A	0	Q9NVS2	RT18A	1	1	1
NP_060611	MRPS10	0	P82664	RT10	1	1	1
NP_060615	RMDN3	0	Q96TC7	RMD3	1	1	1
NP_060616	MRM3	1	Q9HC36	MRM3	1	1	1
NP_060666	TMLHE	0	Q9NVH6	TMLH	1	1	1
NP_060668	DNAJC11	0	Q9NVH1	DJC11	1	1	1
NP_060694	COA1	1	Q9GZY4	COA1	1	1	1
NP_060708	AGK	1	Q53H12	AGK	1	1	1
NP_060714	UQCC1	1	Q9NVA1	UQCC1	1	1	1
NP_060743	TMEM143	0	Q96AN5	TM143	1	1	1
NP_060762	QRSL1	0	Q9H0R6	GATA	1	1	1
NP_060809	RFK	0	Q969G6	RIFK	1	1	1
NP_060816	RSAD1	1	Q9HA92	RSAD1	1	1	1
NP_060831	AGPAT5	0	Q9NUQ2	PLCE	1	1	1
NP_060843	SYNJ2BP	0	P57105	SYJ2B	1	1	1
NP_060846	NIPSNAP3B	0	Q9BS92	NPS3B	1	1	1
NP_060850	DDX28	1	Q9NUL7	DDX28	1	1	1
NP_060864	ABHD10	0	Q9NUJ1	ABHDA	1	1	1
NP_060867	CHDH	1	Q8NE62	CHDH	1	1	1
NP_060934	CISD1	1	Q9NZ45	CISD1	1	1	1
NP_060935	PLGRKT	0	Q9HBL7	PLRKT	1	1	1
NP_060943	ACOT13	0	Q9NPJ3	ACO13	1	1	1
NP_061092	PARL	1	Q9H300	PARL	1	1	1
NP_061133	PXMP2	1	Q9NR77	PXMP2	1	1	1
NP_061326	NDUFA12	0	Q9UI09	NDUAC	1	1	1
NP_061331	SLC25A40	0	Q8TBP6	S2540	1	1	1
NP_061820	CYCS	0	P99999	CYC	1	1	1
NP_061881	MIEF1	0	Q9NQG6	MID51	1	1	1
NP_061914	MTRF1L	0	Q9UGC7	RF1ML	1	1	1
NP_061924	MRPL50	0	Q8N5N7	RM50	1	1	1
NP_061932	TOMM7	0	Q9P0U1	TOM7	1	1	1
NP_061968	CRLS1	1	Q9UJA2	CRLS1	1	1	1
NP_064518	AGPAT4	0	Q9NRZ5	PLCD	1	1	1
NP_064536	STARD7	0	Q9NQZ5	STAR7	1	1	1
NP_064551	MCCC1	0	Q96RQ3	MCCA	1	1	1
NP_064571	SDHAF3	0	Q9NRP4	SDHF3	1	1	1
NP_064573	CMC2	1	Q9NRP2	COXM2	1	1	1
NP_064576	MRPS22	0	P82650	RT22	1	1	1
NP_064580	SDR39U1	0	Q9NRG7	D39U1	1	1	1
NP_064586	NT5M	1	Q9NPB1	NT5M	1	1	1
NP_064587	NIT2	1	Q9NQR4	NIT2	1	1	1
NP_064621	MRPL1	0	Q9BYD6	RM01	1	1	1
NP_064628	TOMM22	0	Q9NS69	TOM22	1	1	1
NP_064629	CHPT1	1	Q8WUD6	CHPT1	1	1	1
NP_064632	COQ8A	1	Q8NI60	COQ8A	1	1	1
NP_064695	AKR1B10	0	O60218	AK1BA	1	1	1
NP_064708	COQ9	1	O75208	COQ9	1	1	1
NP_064716	RARS2	0	Q5T160	SYRM	1	1	1
NP_065114	PDSS2	0	Q86YH6	DLP1	1	1	1
NP_065129	BCL2L10	0	Q9HD36	B2L10	1	1	1
NP_065141	LYRM4	1	Q9HD34	LYRM4	1	1	1
NP_065142	MRPL47	0	Q9HD33	RM47	1	1	1
NP_065154	ADCK1	1	Q86TW2	ADCK1	0.986792452830189	1	1
NP_065199	LYRM2	1	Q9NU23	LYRM2	1	1	1
NP_065777	NLN	0	Q9BYT8	NEUL	1	1	1
NP_065837	PDP2	1	Q9P2J9	PDP2	1	1	1
NP_065861	TRMT5	0	Q32P41	TRM5	1	1	1
NP_065956	RDH14	1	Q9HBH5	RDH14	1	1	1
NP_066270	CKMT1B	0	P12532	KCRU	1	1	1
NP_066552	NDUFV2	0	P19404	NDUV2	1	1	1
NP_066930	MRPS12	0	O15235	RT12	1	1	1
NP_066950	PMAIP1	0	Q13794	APR	1	1	1
NP_066957	MRPL23	0	Q16540	RM23	1	1	1
NP_067055	PRODH2	0	Q9UF12	HYPDH	1	1	1
NP_068593	MRPS35	0	P82673	RT35	1	1	1
NP_068598	FASTKD5	0	Q7L8L6	FAKD5	1	1	1
NP_068605	UCP1	1	P25874	UCP1	1	1	1
NP_068746	GUF1	1	Q8N442	GUF1	1	1	1
NP_068758	FKBP10	0	Q96AY3	FKB10	1	1	1
NP_068779	MCL1	1	Q07820	MCL1	1	1	1
NP_071344	MRPL17	0	Q9NRX2	RM17	1	1	1
NP_071355	NSUN3	1	Q9H649	NSUN3	1	1	1
NP_071381	XPNPEP3	0	Q9NQH7	XPP3	1	1	1
NP_071383	MRPS14	0	O60783	RT14	1	1	1
NP_071403	OXCT2	0	Q9BYC2	SCOT2	1	1	1
NP_071413	GOLPH3	0	Q9H4A6	GOLP3	1	1	1
NP_071415	MCCC2	0	Q9HCC0	MCCB	1	1	1
NP_071446	MRPL46	0	Q9H2W6	RM46	1	1	1
NP_071736	PDF	0	Q9HBH1	DEFM	1	1	1
NP_071748	OSGEPL1	0	Q9H4B0	OSGL1	1	1	1
NP_071761	TFB2M	1	Q9H5Q4	TFB2M	1	1	1
NP_071942	MRPS25	0	P82663	RT25	1	1	1
NP_073571	METTL17	0	Q9H7H0	MET17	1	1	1
NP_073583	MTARC1	0	Q5VT66	MARC1	1	1	1
NP_073591	SFXN1	1	Q9H9B4	SFXN1	1	1	1
NP_073750	MRPS11	0	P82912	RT11	1	1	1
NP_073751	METTL4	0	Q8N3J2	METL4	1	1	1
NP_075059	NT5DC2	0	Q9H857	NT5D2	1	1	1
NP_075066	MRPL44	0	Q9H9J2	RM44	1	1	1
NP_075565	COA7	1	Q96BR5	COA7	1	1	1
NP_076423	FUNDC2	0	Q9BWH2	FUND2	1	1	1
NP_076425	MRPS34	0	P82930	RT34	1	1	1
NP_076426	MRPL34	0	Q9BQ48	RM34	1	1	1
NP_076931	MRPL57	0	Q9BQC6	RT63	1	1	1
NP_076996	FASTKD3	0	Q14CZ7	FAKD3	1	1	1
NP_077008	SLC25A23	0	Q9BV35	SCMC3	1	1	1
NP_077025	NDUFAF5	0	Q5TEU4	NDUF5	1	1	1
NP_077027	APOO	0	Q9BUR5	MIC26	1	1	1
NP_077718	NDUFS7	0	O75251	NDUS7	1	1	1
NP_077733	PGS1	1	Q32NB8	PGPS1	1	1	1
NP_078796	MAIP1	1	Q8WWC4	MAIP1	1	1	1
NP_078813	CARS2	0	Q9HA77	SYCM	1	1	1
NP_078816	MRPL24	0	Q96A35	RM24	1	1	1
NP_078820	MUL1	1	Q969V5	MUL1	1	1	1
NP_078836	ACSS3	1	Q9H6R3	ACSS3	1	1	1
NP_078898	FASTKD1	0	Q53R41	FAKD1	1	1	1
NP_078903	RTL10	0	Q7L3V2	BOP	1	1	1
NP_078916	YRDC	1	Q86U90	YRDC	1	1	1
