MitocartaID	MitocartaGene	UniprotNameMatches	UniprotBlastID	UniprotBlastName	BlastIdentity	BlastIdentityNoGaps	BlastCoverage
NP_001138609	CPT1B	1	Q92523	CPT1B	1	1	1
NP_001138740	FAM185A	0	Q8N0U4	F185A	0.997448979591837	0.997448979591837	1
NP_001138741	FAM185A	0	Q8N0U4	F185A	0.985576923076923	0.985576923076923	0.756363636363636
NP_001138836	ABHD11	0	Q8NFV4	ABHDB	0.742857142857143	0.906976744186046	1
NP_001138863	OXSM	1	Q9NWU1	OXSM	0.982832618025751	0.982832618025751	0.61968085106383
NP_001138888	TMEM205	0	Q6UW68	TM205	1	1	1
NP_001138904	SMIM20	0	Q8N5G0	SIM20	1	1	1
NP_001138936	EXOG	1	Q9Y2C4	EXOG	0.864130434782609	1	1
NP_001139310	MTFR1	1	Q15390	MTFR1	0.900900900900901	1	1
NP_001139311	MTFR1	1	Q15390	MTFR1	1	1	0.89367816091954
NP_001139373	SARS2	0	Q9NP81	SYSM	0.954022988505747	0.965116279069767	1
NP_001139423	TIMM8A	0	O60220	TIM8A	1	1	0.916666666666667
NP_001139443	RDH13	1	Q8NBN7	RDH13	1	1	1
NP_001139523	HSDL1	1	Q3SXM5	HSDL1	0.803030303030303	0.963636363636364	1
NP_001139681	PDE2A	1	O00408	PDE2A	0.997826086956522	0.997826086956522	0.987124463519313
NP_001139760	AIFM3	1	Q96NN9	AIFM3	0.978723404255319	1	1
NP_001142	SLC25A4	0	P12235	ADT1	1	1	1
NP_001143	SLC25A5	0	P05141	ADT2	1	1	1
NP_001152	NUDT2	0	P50583	AP4A	1	1	1
NP_001152862	GUK1	0	Q16774	KGUA	1	1	0.903669724770642
NP_001152863	GUK1	0	Q16774	KGUA	1	1	1
NP_001152980	IVD	1	P26440	IVD	0.929577464788732	1	1
NP_001153566	ACOT13	0	Q9NPJ3	ACO13	1	1	0.974358974358974
NP_001153682	SLC25A13	0	Q9UJS0	CMC2	0.998520710059172	1	1
NP_001154481	ARMC10	0	Q8N2F6	ARM10	0.897959183673469	1	1
NP_001154482	ARMC10	0	Q8N2F6	ARM10	0.810495626822157	0.97887323943662	1
NP_001154483	ARMC10	0	Q8N2F6	ARM10	0.82798833819242	1	1
NP_001154484	ARMC10	0	Q8N2F6	ARM10	0.696793002915452	0.959839357429719	1
NP_001154485	ARMC10	0	Q8N2F6	ARM10	0.713592233009709	0.869822485207101	0.751111111111111
NP_001154848	C6orf136	0	Q5SQH8	CF136	0.996575342465753	0.996575342465753	0.588709677419355
NP_001154976	ALDH4A1	0	P30038	AL4A1	1	1	1
NP_001155058	ME3	0	Q16798	MAON	1	1	1
NP_001155178	FXN	0	Q16595	FRDA	1	1	0.935672514619883
NP_001155251	PDP1	1	Q9P0J1	PDP1	1	1	0.955516014234875
NP_001155252	PDP1	1	Q9P0J1	PDP1	1	1	0.955516014234875
NP_001155253	PDP1	1	Q9P0J1	PDP1	1	1	1
NP_001156333	COX11	1	Q9Y6N1	COX11	0.973094170403587	0.973094170403587	0.969565217391304
NP_001156334	COX11	1	Q9Y6N1	COX11	0.995391705069124	0.995391705069124	0.939393939393939
NP_001157207	MYO19	1	Q96H55	MYO19	1	1	1
NP_001157284	TWNK	0	Q96RR1	PEO1	0.998275862068966	0.998275862068966	0.996563573883162
NP_001157285	TWNK	0	Q96RR1	PEO1	1	1	1
NP_001157286	TWNK	0	Q96RR1	PEO1	0.992063492063492	0.992063492063492	0.984375
NP_001157950	C5orf63	0	A6NC05	YD286	1	1	0.495652173913044
NP_001157951	C5orf63	0	A6NC05	YD286	1	1	1
NP_001158182	AMT	0	P48728	GCST	0.890818858560794	1	1
NP_001158183	AMT	0	P48728	GCST	1	1	0.9164265129683
NP_001158184	AMT	0	P48728	GCST	0.997368421052632	0.997368421052632	0.984455958549223
NP_001158245	BCAT2	1	O15382	BCAT2	1	1	0.976666666666667
NP_001158255	BCKDHA	0	P12694	ODBA	0.997752808988764	1	1
NP_001158268	SLC25A26	0	Q70HW3	SAMC	1	1	1
NP_001158283	PET117	0	Q6UWS5	PT117	1	1	1
NP_001158312	LYRM4	1	Q9HD34	LYRM4	0.985714285714286	0.985714285714286	0.538461538461538
NP_001158313	LYRM4	1	Q9HD34	LYRM4	1	1	0.729166666666667
NP_001158503	DTYMK	0	P23919	KTHY	0.886792452830189	1	1
NP_001158508	OGDH	0	Q02218	ODO1	0.978494623655914	0.982335623159961	1
NP_001158730	TMEM14C	0	Q9P0S9	TM14C	1	1	1
NP_001158889	SLC25A11	0	Q02978	M2OM	0.964968152866242	1	1
NP_001158890	SLC25A11	0	Q02978	M2OM	0.837579617834395	1	1
NP_001159418	IDE	1	P14735	IDE	1	1	1
NP_001159434	ELAC2	0	Q9BQ52	RNZ2	0.951573849878935	1	1
NP_001159482	ECI2	1	O75521	ECI2	1	1	1
NP_001159531	HMGCL	1	P35914	HMGCL	0.992857142857143	0.992857142857143	0.551181102362205
NP_001159574	NDUFV1	0	P49821	NDUV1	0.980603448275862	1	1
NP_001159579	HMGCS2	0	P54868	HMCS2	0.917322834645669	1	1
NP_001159630	PDHX	0	O00330	ODPX	1	1	0.583941605839416
NP_001159631	NDUFS2	0	O75306	NDUS2	0.99562363238512	0.99562363238512	1
NP_001159715	FHIT	1	P49789	FHIT	1	1	1
NP_001159733	MTIF3	0	Q9H2K0	IF3M	1	1	1
NP_001159734	MTIF3	0	Q9H2K0	IF3M	1	1	1
NP_001159735	MTIF3	0	Q9H2K0	IF3M	1	1	1
NP_001159828	SHMT2	0	P34897	GLYM	0.98015873015873	1	1
NP_001159829	SHMT2	0	P34897	GLYM	1	1	1
NP_001159830	SHMT2	0	P34897	GLYM	1	1	1
NP_001159831	SHMT2	0	P34897	GLYM	1	1	1
NP_001159887	EHHADH	0	Q08426	ECHP	1	1	1
NP_001161067	AMACR	1	Q9UHK6	AMACR	0.997354497354497	0.997354497354497	0.959390862944162
NP_001161071	NEU4	0	Q8WWR8	NEUR4	1	1	0.973843058350101
NP_001161072	NEU4	0	Q8WWR8	NEUR4	1	1	1
NP_001161073	NEU4	0	Q8WWR8	NEUR4	1	1	1
NP_001161074	NEU4	0	Q8WWR8	NEUR4	1	1	1
NP_001161205	VARS2	0	Q5ST30	SYVM	1	1	1
NP_001161206	VARS2	0	Q5ST30	SYVM	1	1	0.972552607502287
NP_001161213	MTX3	1	Q5HYI7	MTX3	1	1	1
NP_001161221	ADCY10	0	Q96PN6	ADCYA	1	1	1
NP_001161339	DMAC2	1	Q9NW81	DMAC2	1	1	0.954372623574145
NP_001161340	DMAC2	1	Q9NW81	DMAC2	1	1	0.722513089005236
NP_001161341	DMAC2	1	Q9NW81	DMAC2	1	1	0.778378378378378
NP_001161342	DMAC2	1	Q9NW81	DMAC2	0.8125	1	0.740506329113924
NP_001161343	DMAC2	1	Q9NW81	DMAC2	0.894941634241245	1	1
NP_001161419	TIMM17B	0	O60830	TI17B	0.77027027027027	0.994186046511628	1
NP_001161442	TRMT2B	0	Q96GJ1	TRM2	1	1	1
NP_001161443	TRMT2B	0	Q96GJ1	TRM2	0.910714285714286	1	1
NP_001161444	TRMT2B	0	Q96GJ1	TRM2	1	1	1
NP_001161726	OCIAD1	0	Q9NX40	OCAD1	1	1	0.98
NP_001161803	NDUFB4	0	O95168	NDUB4	1	1	0.908333333333333
NP_001161807	ME2	0	P23368	MAOM	0.989539748953975	0.989539748953975	0.997912317327766
NP_001162580	SCO2	1	O43819	SCO2	1	1	1
NP_001162581	SCO2	1	O43819	SCO2	1	1	1
NP_001162582	SCO2	1	O43819	SCO2	1	1	1
NP_001163	ARG2	0	P78540	ARGI2	1	1	1
NP_001163894	PRSS35	0	Q8N3Z0	PRS35	1	1	1
NP_001164006	ATAD3A	0	Q9NVI7	ATD3A	0.924290220820189	1	1
NP_001164007	ATAD3A	0	Q9NVI7	ATD3A	0.913513513513514	1	1
NP_001164014	PGAM5	1	Q96HS1	PGAM5	1	1	1
NP_001164015	PGAM5	1	Q96HS1	PGAM5	0.996539792387543	1	1
NP_001164626	PET100	0	P0DJ07	PT100	1	1	1
NP_001164641	SLC25A21	0	Q9BQT8	ODC	1	1	1
NP_001165074	PREPL	0	Q4J6C6	PPCEL	1	1	1
NP_001165077	PREPL	0	Q4J6C6	PPCEL	1	1	1
NP_001165084	PREPL	0	Q4J6C6	PPCEL	1	1	1
NP_001165088	PREPL	0	Q4J6C6	PPCEL	1	1	1
NP_001165131	CYB5R3	0	P00387	NB5R3	0.986622073578595	0.986622073578595	0.895209580838323
NP_001165132	CYB5R3	0	P00387	NB5R3	1	1	1
NP_001165161	GCAT	0	O75600	KBL	0.941573033707865	1	1
NP_001165285	OAT	1	P04181	OAT	1	1	1
NP_001165438	RBFA	1	Q8N0V3	RBFA	1	1	0.673553719008264
NP_001165461	SETD9	1	Q8NE22	SETD9	1	1	0.996309963099631
NP_001165462	HCCS	0	P53701	CCHL	1	1	1
NP_001166114	TK2	0	O00142	KITM	1	1	0.957264957264957
NP_001166115	TK2	0	O00142	KITM	0.905660377358491	1	1
NP_001166116	TK2	0	O00142	KITM	0.932075471698113	1	1
NP_001166166	TSFM	0	P43897	EFTS	1	1	0.964071856287425
NP_001166167	TSFM	0	P43897	EFTS	0.939306358381503	1	1
NP_001166168	TSFM	0	P43897	EFTS	1	1	0.888372093023256
NP_001166925	PDHA1	0	P08559	ODPA	0.911214953271028	1	1
NP_001166926	PDHA1	0	P08559	ODPA	0.982367758186398	1	1
NP_001166927	PDHA1	0	P08559	ODPA	0.92051282051282	1	1
NP_001166939	PDHB	0	P11177	ODPB	0.949860724233983	1	1
NP_001166983	MRRF	0	Q96E11	RRFM	0.801526717557252	1	1
NP_001167568	LDHB	1	P07195	LDHB	1	1	1
NP_001171070	SUCLG2	0	Q96I99	SUCB2	1	1	0.9
NP_001171475	PCCA	1	P05165	PCCA	0.93543956043956	1	1
NP_001171485	PCCB	1	P05166	PCCB	0.964221824686941	1	1
NP_001171488	DBI	0	P07108	ACBP	0.976744186046512	0.976744186046512	0.581081081081081
NP_001171500	ECI1	1	P42126	ECI1	0.943708609271523	1	1
NP_001171512	DBI	0	P07108	ACBP	0.976744186046512	0.976744186046512	0.666666666666667
NP_001171513	DBI	0	P07108	ACBP	0.976744186046512	0.976744186046512	0.826923076923077
NP_001171514	DBI	0	P07108	ACBP	0.976744186046512	0.976744186046512	0.88659793814433
NP_001171634	HADH	0	Q16836	HCDH	0.945619335347432	0.996815286624204	1
NP_001171697	ARMCX6	0	Q7L4S7	ARMX6	1	1	1
NP_001171712	VDAC2	1	P45880	VDAC2	1	1	0.915857605177994
NP_001171724	PEX11B	0	O96011	PX11B	1	1	0.983673469387755
NP_001171726	TMLHE	0	Q9NVH6	TMLH	0.973684210526316	0.973684210526316	0.909574468085106
NP_001171752	VDAC2	1	P45880	VDAC2	1	1	1
NP_001171820	FLAD1	0	Q8NFF5	FAD1	1	1	1
NP_001171821	FLAD1	0	Q8NFF5	FAD1	0.988142292490119	0.988142292490119	0.860544217687075
NP_001171906	UQCC1	1	Q9NVA1	UQCC1	0.974226804123711	0.974226804123711	0.83982683982684
NP_001171908	NDUFS5	0	O43920	NDUS5	1	1	1
NP_001171915	NDUFC1	0	O43677	NDUC1	1	1	1
NP_001171916	NDUFC1	0	O43677	NDUC1	1	1	1
NP_001171917	NDUFC1	0	O43677	NDUC1	1	1	1
NP_001171918	NDUFC1	0	O43677	NDUC1	1	1	1
NP_001171919	NDUFC1	0	O43677	NDUC1	1	1	1
NP_001171920	NDUFC1	0	O43677	NDUC1	1	1	1
NP_001171941	NDUFA2	0	O43678	NDUA2	1	1	0.921052631578947
NP_001172021	NIT1	1	Q86X76	NIT1	1	1	0.983539094650206
NP_001172022	NIT1	1	Q86X76	NIT1	1	1	0.942307692307692
NP_001172023	NIT1	1	Q86X76	NIT1	1	1	1
NP_001173	ALDH7A1	0	P49419	AL7A1	1	1	1
NP_001177162	DNAJC19	0	Q96DA6	TIM14	1	1	1
NP_001177258	ATP5MC3	0	P48201	AT5G3	1	1	1
NP_001177793	MRPS35	0	P82673	RT35	0.967032967032967	0.967032967032967	0.938144329896907
NP_001177912	COQ7	1	Q99807	COQ7	1	1	1
NP_001177989	SLC25A22	0	Q9H936	GHC1	1	1	1
NP_001177990	SLC25A22	0	Q9H936	GHC1	1	1	1
NP_001179	BAK1	0	Q16611	BAK	1	1	1
NP_001180196	SIRT5	0	Q9NXA8	SIR5	0.941935483870968	1	1
NP_001180240	SUGCT	0	Q9HAC7	SUCHY	0.9447983014862	1	1
NP_001180241	SUGCT	0	Q9HAC7	SUCHY	0.892134831460674	1	1
NP_001180242	SUGCT	0	Q9HAC7	SUCHY	1	1	1
NP_001180272	MRPS18A	0	Q9NVS2	RT18A	1	1	0.992125984251969
NP_001180289	EXD2	1	Q9NVH0	EXD2	1	1	1
NP_001180290	EXD2	1	Q9NVH0	EXD2	1	1	1
NP_001180291	EXD2	1	Q9NVH0	EXD2	1	1	1
NP_001180292	EXD2	1	Q9NVH0	EXD2	1	1	1
NP_001180304	NDUFA11	0	Q86Y39	NDUAB	1	1	0.456140350877193
NP_001180384	NSUN2	1	Q08J23	NSUN2	0.953063885267275	0.998633879781421	1
NP_001180389	MSRB3	1	Q8IXL7	MSRB3	1	1	0.87027027027027
NP_001180390	MSRB3	1	Q8IXL7	MSRB3	1	1	0.87027027027027
NP_001180466	TMEM126B	0	Q8IUX1	T126B	1	1	0.971428571428571
NP_001180467	TMEM126B	0	Q8IUX1	T126B	1	1	1
NP_001180528	SCP2	1	P22307	SCP2	0.956124314442413	1	1
NP_001180529	SCP2	1	P22307	SCP2	0.919561243144424	1	1
NP_001180546	SCP2	1	P22307	SCP2	1	1	1
NP_001181	BCAT2	1	O15382	BCAT2	1	1	1
NP_001181924	C12orf65	0	Q9H3J6	MTRFR	1	1	1
NP_001182	BCL2L1	0	Q07817	B2CL1	1	1	0.735294117647059
NP_001182031	GSR	0	P00390	GSHR	0.944444444444444	1	1
NP_001182032	GSR	0	P00390	GSHR	0.898467432950192	1	1
NP_001182033	GSR	0	P00390	GSHR	0.934027777777778	0.940559440559441	0.65
NP_001182060	TSTD3	1	H0UI37	TSTD3	1	1	1
NP_001182147	DCXR	1	Q7Z4W1	DCXR	0.991803278688525	1	1
NP_001182155	PRODH	0	O43272	PROD	1	1	1
NP_001182351	GTPBP3	0	Q969Y2	GTPB3	1	1	0.922178988326848
NP_001182447	MICU1	1	Q9BPX6	MICU1	1	1	1
NP_001182448	MICU1	1	Q9BPX6	MICU1	1	1	0.928057553956835
NP_001182451	MPC1L	1	P0DKB6	MPC1L	1	1	1
NP_001182751	HSDL2	1	Q6YN16	HSDL2	0.98828125	0.98828125	0.742028985507246
NP_001184249	MCL1	1	Q07820	MCL1	0.98780487804878	0.98780487804878	0.83248730964467
NP_001185461	OXR1	1	Q8N573	OXR1	1	1	1
NP_001185462	OXR1	1	Q8N573	OXR1	0.996547756041427	0.996547756041427	0.995418098510882
NP_001185463	OXR1	1	Q8N573	OXR1	1	1	0.909465020576132
NP_001185464	OXR1	1	Q8N573	OXR1	1	1	0.898148148148148
NP_001185625	AIFM2	0	Q9BRQ8	FSP1	1	1	1
NP_001185642	SEPTIN4	0	O43236	SEPT4	0.993506493506494	0.993506493506494	0.982978723404255
NP_001185808	ATP5MF-PTCD1	0	O75127	PTCD1	1	1	0.934579439252336
NP_001185890	ECHDC2	0	Q86YB7	ECHD2	1	1	1
NP_001185891	ECHDC2	0	Q86YB7	ECHD2	0.835616438356164	1	1
NP_001185918	NFS1	1	Q9Y697	NFS1	0.888402625820569	1	1
NP_001186128	AK2	0	P54819	KAD2	0.965367965367965	1	0.995535714285714
NP_001186220	HSD17B4	0	P51659	DHB4	0.995726495726496	0.995726495726496	0.922470433639947
NP_001186221	HSD17B4	0	P51659	DHB4	0.97554347826087	1	1
NP_001186463	RAB5IF	0	Q9BUV8	RCAF1	1	1	1
NP_001186588	LETM2	1	Q2VYF4	LETM2	1	1	1
NP_001186589	LETM2	1	Q2VYF4	LETM2	1	1	1
NP_001186658	MSRA	1	Q9UJ68	MSRA	1	1	1
NP_001186674	ARL2	1	P36404	ARL2	0.853260869565217	1	1
NP_001186681	CPT1C	1	Q8TCG5	CPT1C	1	1	1
NP_001186682	CPT1C	1	Q8TCG5	CPT1C	1	1	1
NP_001186687	MTHFS	1	P49914	MTHFS	1	1	1
NP_001186768	BCL2L2	0	Q92843	B2CL2	0.994818652849741	0.994818652849741	1
NP_001186778	DAP3	0	P51398	RT29	1	1	1
NP_001186779	DAP3	0	P51398	RT29	0.914572864321608	1	1
NP_001186780	DAP3	0	P51398	RT29	0.896984924623116	1	1
NP_001186781	AK3	0	Q9UIJ7	KAD3	0.823788546255507	1	1
NP_001186782	AK3	0	Q9UIJ7	KAD3	1	1	1
NP_001186784	AK3	0	Q9UIJ7	KAD3	1	1	1
NP_001186785	AK3	0	Q9UIJ7	KAD3	1	1	1
NP_001186827	PDK2	1	Q15119	PDK2	1	1	1
NP_001186828	PDK2	1	Q15119	PDK2	1	1	1
NP_001186829	PDK2	1	Q15119	PDK2	0.994219653179191	0.994219653179191	0.869346733668342
NP_001186886	NDUFB5	0	O43674	NDUB5	0.724867724867725	1	1
NP_001186887	NDUFB5	0	O43674	NDUB5	1	1	0.844444444444444
NP_001186904	UQCRB	0	P14927	QCR7	1	1	1
NP_001186910	NDUFS1	0	P28331	NDUS1	0.950481430536451	1	1
NP_001186911	NDUFS1	0	P28331	NDUS1	1	1	0.996753246753247
NP_001186912	NDUFS1	0	P28331	NDUS1	1	1	1
NP_001186913	NDUFS1	0	P28331	NDUS1	1	1	0.98110661268556
NP_001186916	NDUFB6	0	O95139	NDUB6	0.7578125	1	1
NP_001186976	NMNAT3	0	Q96T66	NMNA3	1	1	0.779141104294479
NP_001187	BID	1	P55957	BID	1	1	1
NP_001188	BIK	1	Q13323	BIK	1	1	1
NP_001188306	ALDH7A1	0	P49419	AL7A1	1	1	1
NP_001188502	NUBPL	1	Q8TB37	NUBPL	1	1	0.995515695067265
NP_001188503	NUBPL	1	Q8TB37	NUBPL	1	1	1
NP_001188505	PLSCR3	0	Q9NRY6	PLS3	1	1	1
NP_001189333	ALDH7A1	0	P49419	AL7A1	0.862708719851577	0.978947368421053	0.946215139442231
NP_001189398	NIPSNAP2	0	O75323	NIPS2	0.786713286713287	0.910931174089069	1
NP_001189431	NIPSNAP1	0	Q9BPW8	NIPS1	0.929577464788732	1	1
NP_001190980	SLC25A27	0	O95847	UCP4	1	1	1
NP_001190981	SLC25A27	0	O95847	UCP4	0.98744769874477	0.98744769874477	0.975510204081633
NP_001190983	NDUFC2	0	O95298	NDUC2	0.975	0.975	0.909090909090909
NP_001190984	NDUFC2	0	O95298	NDUC2	0.80672268907563	1	1
NP_001191011	MICOS10	0	Q5TGZ0	MIC10	0.794871794871795	1	1
NP_001191012	MICOS10	0	Q5TGZ0	MIC10	0.986666666666667	0.986666666666667	0.535714285714286
NP_001191019	COX16	1	Q9P0S2	COX16	0.773584905660377	1	1
NP_001191035	BCL2L11	0	O43521	B2L11	1	1	0.62037037037037
NP_001191036	BCL2L11	0	O43521	B2L11	0.953488372093023	0.953488372093023	0.505882352941176
NP_001191037	BCL2L11	0	O43521	B2L11	0.988165680473373	0.988165680473373	0.982558139534884
NP_001191038	BCL2L11	0	O43521	B2L11	0.992424242424242	0.992424242424242	0.942857142857143
NP_001191039	BCL2L11	0	O43521	B2L11	0.953488372093023	0.953488372093023	0.524390243902439
NP_001191040	BCL2L11	0	O43521	B2L11	1	1	0.546666666666667
NP_001191041	BCL2L11	0	O43521	B2L11	0.484848484848485	0.888888888888889	0.9
NP_001191042	BCL2L11	0	O43521	B2L11	1	1	0.418367346938776
NP_001191087	SPHK2	1	Q9NRA0	SPHK2	0.998287671232877	0.998287671232877	0.981512605042017
NP_001191088	SPHK2	1	Q9NRA0	SPHK2	1	1	1
NP_001191089	SPHK2	1	Q9NRA0	SPHK2	1	1	1
NP_001191756	XPNPEP3	0	Q9NQH7	XPP3	0.821428571428571	0.821428571428571	0.509090909090909
NP_001191759	LIPT1	0	Q9Y234	LIPT	1	1	1
NP_001191818	ALDH2	1	P05091	ALDH2	0.909090909090909	1	1
NP_001192176	ACSL6	1	Q9UKU0	ACSL6	0.934002869440459	0.983383685800604	0.963609898107715
NP_001192177	ACSL6	1	Q9UKU0	ACSL6	0.984218077474892	0.984218077474892	1
NP_001192179	ACSL6	1	Q9UKU0	ACSL6	1	1	0.984463276836158
NP_001192180	ACSL6	1	Q9UKU0	ACSL6	0.892395982783357	1	1
NP_001193355	ATP5MD	0	Q96IX5	ATPMK	1	1	1
NP_001193356	ATP5MD	0	Q96IX5	ATPMK	1	1	1
NP_001193420	MAVS	1	Q7Z434	MAVS	1	1	1
NP_001193570	COA6	1	Q5JTJ3	COA6	1	1	1
NP_001203	C1QBP	1	Q07021	C1QBP	1	1	1
NP_001219	CASP8	1	Q14790	CASP8	0.908023483365949	1	1
NP_001220	CASP9	1	P55211	CASP9	1	1	1
NP_001227	CBR3	1	O75828	CBR3	1	1	1
NP_001229236	PITRM1	0	Q5JRX3	PREP	0.999036608863198	1	1
NP_001229238	PITRM1	0	Q5JRX3	PREP	0.998248686514886	0.998248686514886	0.608093716719915
NP_001229290	NRDC	1	O43847	NRDC	0.920883164673413	0.982335623159961	1
NP_001229437	OSBPL1A	0	Q9BXW6	OSBL1	1	1	1
NP_001229602	AHCYL1	0	O43865	SAHH2	1	1	1
NP_001229603	AHCYL1	0	O43865	SAHH2	1	1	1
NP_001229604	AHCYL1	0	O43865	SAHH2	1	1	1
NP_001229605	AHCYL1	0	O43865	SAHH2	1	1	1
NP_001229696	MTHFD1L	0	Q6UB35	C1TM	0.998978549540347	1	1
NP_001229697	MTHFD1L	0	Q6UB35	C1TM	0.998893805309734	1	0.990142387732749
NP_001229698	MTHFD1L	0	Q6UB35	C1TM	0.970260223048327	0.970260223048327	0.978181818181818
NP_001229753	FDPS	0	P14324	FPPS	1	1	1
NP_001229754	FDPS	0	P14324	FPPS	1	1	1
NP_001229756	SIRT5	0	Q9NXA8	SIR5	1	1	1
NP_001229768	GUK1	0	Q16774	KGUA	1	1	1
NP_001229769	GUK1	0	Q16774	KGUA	0.981366459627329	0.981366459627329	0.66804979253112
NP_001229810	NAXD	0	Q8IW45	NNRD	1	1	1
NP_001229811	NAXD	0	Q8IW45	NNRD	1	1	0.954407294832827
NP_001229812	NAXD	0	Q8IW45	NNRD	1	1	0.919831223628692
NP_001229831	AKAP1	1	Q92667	AKAP1	1	1	1
NP_001229832	AKAP1	1	Q92667	AKAP1	1	1	1
NP_001230133	ECSIT	1	Q9BQ95	ECSIT	1	1	0.89527027027027
NP_001230180	NARS2	0	Q96I59	SYNM	1	1	1
NP_001230181	EFHD1	1	Q9BUP0	EFHD1	1	1	0.965034965034965
NP_001230208	ACSF3	1	Q4G176	ACSF3	1	1	1
NP_001230328	GLRX2	1	Q9NS18	GLRX2	1	1	1
NP_001230618	LETMD1	0	Q6P1Q0	LTMD1	0.96514745308311	1	1
NP_001230657	ATPAF1	0	Q5TC12	ATPF1	1	1	0.995833333333333
NP_001230674	CROT	0	Q9UKG9	OCTC	0.987654320987654	0.987654320987654	0.931034482758621
NP_001230679	NUDT8	1	Q8WV74	NUDT8	1	1	1
NP_001230707	PRXL2A	0	Q9BRX8	PXL2A	1	1	1
NP_001230708	PRXL2A	0	Q9BRX8	PXL2A	1	1	1
NP_001230709	PRXL2A	0	Q9BRX8	PXL2A	1	1	1
NP_001230710	PRXL2A	0	Q9BRX8	PXL2A	1	1	1
NP_001230711	PRXL2A	0	Q9BRX8	PXL2A	1	1	0.995555555555556
NP_001230713	PDE2A	1	O00408	PDE2A	0.992265193370166	0.992265193370166	0.983695652173913
NP_001230805	SPHK2	1	Q9NRA0	SPHK2	1	1	1
NP_001231178	APEX1	1	P27695	APEX1	1	1	1
NP_001231319	NUDT2	0	P50583	AP4A	1	1	1
NP_001231496	BID	1	P55957	BID	1	1	1
NP_001231498	BID	1	P55957	BID	1	1	1
NP_001231499	BID	1	P55957	BID	1	1	1
NP_001231501	BID	1	P55957	BID	1	1	1
NP_001231535	IMMP2L	0	Q96T52	IMP2L	1	1	1
NP_001231664	TMEM126A	0	Q9H061	T126A	1	1	1
NP_001231812	DLST	0	P36957	ODO2	0.993243243243243	0.993243243243243	0.891566265060241
NP_001231878	GPAM	0	Q9HCL2	GPAT1	1	1	1
NP_001234940	NUDT9	1	Q9BW91	NUDT9	0.908571428571429	1	1
NP_001239604	ACSS1	0	Q9NUB1	ACS2L	0.997097242380261	1	1
NP_001239605	ACSS1	0	Q9NUB1	ACS2L	1	1	0.961267605633803
NP_001239606	ACSS1	0	Q9NUB1	ACS2L	1	1	0.965217391304348
NP_001240795	YME1L1	0	Q96TA2	YMEL1	0.875808538163001	0.991215226939971	1
NP_001241681	UQCRB	0	P14927	QCR7	1	1	0.614285714285714
NP_001242936	PNPLA8	0	Q9NP80	PLPL8	1	1	1
NP_001242937	PNPLA8	0	Q9NP80	PLPL8	1	1	1
NP_001242938	PNPLA8	0	Q9NP80	PLPL8	1	1	0.783333333333333
NP_001242939	PNPLA8	0	Q9NP80	PLPL8	1	1	1
NP_001242940	PNPLA8	0	Q9NP80	PLPL8	1	1	1
NP_001243056	NSUN4	1	Q96CB9	NSUN4	1	1	1
NP_001243057	NSUN4	1	Q96CB9	NSUN4	1	1	1
NP_001243239	GLS	0	O94925	GLSK	1	1	0.919732441471572
NP_001243264	PTGES2	0	Q9H7Z7	PGES2	1	1	1
NP_001243326	BCO2	0	Q9BYV7	BCDO2	0.985321100917431	0.996289424860853	1
NP_001243327	BCO2	0	Q9BYV7	BCDO2	0.997005988023952	0.997005988023952	0.660079051383399
NP_001243329	BCO2	0	Q9BYV7	BCDO2	0.9957805907173	0.9957805907173	1
NP_001243332	PRELID3B	0	Q9Y3B1	PLD3B	0.845360824742268	1	1
NP_001243347	ATPAF1	0	Q5TC12	ATPF1	1	1	1
NP_001243406	CMPK2	1	Q5EBM0	CMPK2	1	1	1
NP_001243407	CMPK2	1	Q5EBM0	CMPK2	0.948863636363636	0.962536023054755	0.961748633879781
NP_001243411	EPHX2	0	P34913	HYES	1	1	1
NP_001243412	EPHX2	0	P34913	HYES	1	1	1
NP_001243413	EPHX2	0	P34913	HYES	1	1	1
NP_001243439	SSBP1	0	Q04837	SSBP	1	1	1
NP_001243440	SSBP1	0	Q04837	SSBP	1	1	1
NP_001243441	SSBP1	0	Q04837	SSBP	1	1	1
NP_001243442	SSBP1	0	Q04837	SSBP	1	1	1
NP_001243459	TSPO	1	P30536	TSPO	1	1	1
NP_001243460	TSPO	1	P30536	TSPO	1	1	1
NP_001243463	SLC25A1	0	P53007	TXTP	0.986013986013986	0.986013986013986	0.89937106918239
NP_001243475	TMEM126B	0	Q8IUX1	T126B	1	1	1
NP_001243476	TMEM126B	0	Q8IUX1	T126B	0.947368421052632	0.947368421052632	0.929347826086957
NP_001243607	PRORP	0	O15091	MRPP3	0.972555746140652	1	1
NP_001243608	PRORP	0	O15091	MRPP3	1	1	1
NP_001243609	PRORP	0	O15091	MRPP3	1	1	1
NP_001243610	PRORP	0	O15091	MRPP3	1	1	1
NP_001243711	SEPTIN4	0	O43236	SEPT4	1	1	0.929006085192698
NP_001243751	SEPTIN4	0	O43236	SEPT4	1	1	1
NP_001243893	CCDC51	0	Q96ER9	MITOK	1	1	1
NP_001243894	CCDC51	0	Q96ER9	MITOK	1	1	1
NP_001243895	CCDC51	0	Q96ER9	MITOK	1	1	1
NP_001243896	CCDC51	0	Q96ER9	MITOK	1	1	1
NP_001243897	CCDC51	0	Q96ER9	MITOK	1	1	1
