MitocartaID	MitocartaGene	UniprotNameMatches	UniprotBlastID	UniprotBlastName	BlastIdentity	BlastIdentityNoGaps	BlastCoverage	Type
NP_001129665	FASTKD2	0	Q9NYY8	FAKD2	1	1	1	non-interacting
NP_001129673	ISOC2	1	Q96AB3	ISOC2	1	1	1	non-interacting
NP_001129970	CISD3	1	P0C7P0	CISD3	1	1	1	non-interacting
NP_001130010	ACAD10	0	Q6JQN1	ACD10	0.971559633027523	1	1	non-interacting
NP_001135877	PRELID3A	0	Q96N28	PLD3A	1	1	1	non-interacting
NP_001135936	ECSIT	1	Q9BQ95	ECSIT	1	1	0.898648648648649	non-interacting
NP_001135938	GPT2	0	Q8TD30	ALAT2	1	1	1	non-interacting
NP_001135940	MTRES1	0	Q9P0P8	MRES1	1	1	1	non-interacting
NP_001136019	RPUSD3	0	Q6P087	RUSD3	0.957264957264957	1	1	non-interacting
NP_001136027	COQ8B	1	Q96D53	COQ8B	0.924632352941177	1	1	non-interacting
NP_001136075	DELE1	1	Q14154	DELE1	1	1	1	non-interacting
NP_001136116	SPHKAP	0	Q2M3C7	SPKAP	1	1	1	non-interacting
NP_001137146	MPC2	1	O95563	MPC2	1	1	1	non-interacting
NP_001137152	GSTK1	1	Q9Y2Q3	GSTK1	0.946902654867257	1	1	non-interacting
NP_001137252	SLC25A39	0	Q9BZJ4	S2539	1	1	1	non-interacting
NP_001137311	PDE2A	1	O00408	PDE2A	1	1	0.981798715203426	non-interacting
NP_001137377	C12orf65	0	Q9H3J6	MTRFR	1	1	1	non-interacting
NP_001137407	CROT	0	Q9UKG9	OCTC	0.95625	1	1	non-interacting
NP_001137408	C15orf61	0	A6NNL5	CO061	1	1	1	non-interacting
NP_001137469	OGDHL	1	Q9ULD0	OGDHL	1	1	1	non-interacting
NP_001138299	RPUSD4	0	Q96CM3	RUSD4	0.917771883289125	1	1	non-interacting
NP_001138303	PHB2	1	Q99623	PHB2	1	1	1	non-interacting
NP_001138341	LIPT2	1	A6NK58	LIPT2	1	1	1	non-interacting
NP_001138450	MTHFD2L	0	Q9H903	MTD2L	1	1	1	non-interacting
NP_001138606	CPT1B	1	Q92523	CPT1B	0.955958549222798	1	1	non-interacting
NP_001138740	FAM185A	0	Q8N0U4	F185A	0.997448979591837	0.997448979591837	1	non-interacting
NP_001138888	TMEM205	0	Q6UW68	TM205	1	1	1	non-interacting
NP_001138904	SMIM20	0	Q8N5G0	SIM20	1	1	1	non-interacting
NP_001138936	EXOG	1	Q9Y2C4	EXOG	0.864130434782609	1	1	non-interacting
NP_001139310	MTFR1	1	Q15390	MTFR1	0.900900900900901	1	1	non-interacting
NP_001139443	RDH13	1	Q8NBN7	RDH13	1	1	1	non-interacting
NP_001142	SLC25A4	0	P12235	ADT1	1	1	1	non-interacting
NP_001143	SLC25A5	0	P05141	ADT2	1	1	1	non-interacting
NP_001152	NUDT2	0	P50583	AP4A	1	1	1	non-interacting
NP_001152980	IVD	1	P26440	IVD	0.929577464788732	1	1	non-interacting
NP_001153682	SLC25A13	0	Q9UJS0	CMC2	0.998520710059172	1	1	non-interacting
NP_001154481	ARMC10	0	Q8N2F6	ARM10	0.897959183673469	1	1	non-interacting
NP_001154976	ALDH4A1	0	P30038	AL4A1	1	1	1	non-interacting
NP_001155253	PDP1	1	Q9P0J1	PDP1	1	1	1	non-interacting
NP_001157207	MYO19	1	Q96H55	MYO19	1	1	1	non-interacting
NP_001157285	TWNK	0	Q96RR1	PEO1	1	1	1	non-interacting
NP_001157951	C5orf63	0	A6NC05	YD286	1	1	1	non-interacting
NP_001158268	SLC25A26	0	Q70HW3	SAMC	1	1	1	non-interacting
NP_001158283	PET117	0	Q6UWS5	PT117	1	1	1	non-interacting
NP_001158503	DTYMK	0	P23919	KTHY	0.886792452830189	1	1	non-interacting
NP_001158730	TMEM14C	0	Q9P0S9	TM14C	1	1	1	non-interacting
NP_001158889	SLC25A11	0	Q02978	M2OM	0.964968152866242	1	1	non-interacting
NP_001159418	IDE	1	P14735	IDE	1	1	1	non-interacting
NP_001159434	ELAC2	0	Q9BQ52	RNZ2	0.951573849878935	1	1	non-interacting
NP_001159482	ECI2	1	O75521	ECI2	1	1	1	non-interacting
NP_001159579	HMGCS2	0	P54868	HMCS2	0.917322834645669	1	1	non-interacting
NP_001159715	FHIT	1	P49789	FHIT	1	1	1	non-interacting
NP_001159733	MTIF3	0	Q9H2K0	IF3M	1	1	1	non-interacting
NP_001159828	SHMT2	0	P34897	GLYM	0.98015873015873	1	1	non-interacting
NP_001159887	EHHADH	0	Q08426	ECHP	1	1	1	non-interacting
NP_001161072	NEU4	0	Q8WWR8	NEUR4	1	1	1	non-interacting
NP_001161213	MTX3	1	Q5HYI7	MTX3	1	1	1	non-interacting
NP_001161221	ADCY10	0	Q96PN6	ADCYA	1	1	1	non-interacting
NP_001161343	DMAC2	1	Q9NW81	DMAC2	0.894941634241245	1	1	non-interacting
NP_001161442	TRMT2B	0	Q96GJ1	TRM2	1	1	1	non-interacting
NP_001162580	SCO2	1	O43819	SCO2	1	1	1	non-interacting
NP_001163	ARG2	0	P78540	ARGI2	1	1	1	non-interacting
NP_001163894	PRSS35	0	Q8N3Z0	PRS35	1	1	1	non-interacting
NP_001164006	ATAD3A	0	Q9NVI7	ATD3A	0.924290220820189	1	1	non-interacting
NP_001164014	PGAM5	1	Q96HS1	PGAM5	1	1	1	non-interacting
NP_001164626	PET100	0	P0DJ07	PT100	1	1	1	non-interacting
NP_001164641	SLC25A21	0	Q9BQT8	ODC	1	1	1	non-interacting
NP_001165074	PREPL	0	Q4J6C6	PPCEL	1	1	1	non-interacting
NP_001165161	GCAT	0	O75600	KBL	0.941573033707865	1	1	non-interacting
NP_001166115	TK2	0	O00142	KITM	0.905660377358491	1	1	non-interacting
NP_001166167	TSFM	0	P43897	EFTS	0.939306358381503	1	1	non-interacting
NP_001166983	MRRF	0	Q96E11	RRFM	0.801526717557252	1	1	non-interacting
NP_001167568	LDHB	1	P07195	LDHB	1	1	1	non-interacting
NP_001171500	ECI1	1	P42126	ECI1	0.943708609271523	1	1	non-interacting
NP_001171634	HADH	0	Q16836	HCDH	0.945619335347432	0.996815286624204	1	non-interacting
NP_001171752	VDAC2	1	P45880	VDAC2	1	1	1	non-interacting
NP_001171820	FLAD1	0	Q8NFF5	FAD1	1	1	1	non-interacting
NP_001172023	NIT1	1	Q86X76	NIT1	1	1	1	non-interacting
NP_001173	ALDH7A1	0	P49419	AL7A1	1	1	1	non-interacting
NP_001177162	DNAJC19	0	Q96DA6	TIM14	1	1	1	non-interacting
NP_001177912	COQ7	1	Q99807	COQ7	1	1	1	non-interacting
NP_001177989	SLC25A22	0	Q9H936	GHC1	1	1	1	non-interacting
NP_001179	BAK1	0	Q16611	BAK	1	1	1	non-interacting
NP_001180196	SIRT5	0	Q9NXA8	SIR5	0.941935483870968	1	1	non-interacting
NP_001180240	SUGCT	0	Q9HAC7	SUCHY	0.9447983014862	1	1	non-interacting
NP_001180289	EXD2	1	Q9NVH0	EXD2	1	1	1	non-interacting
NP_001180467	TMEM126B	0	Q8IUX1	T126B	1	1	1	non-interacting
NP_001181	BCAT2	1	O15382	BCAT2	1	1	1	non-interacting
NP_001182060	TSTD3	1	H0UI37	TSTD3	1	1	1	non-interacting
NP_001182147	DCXR	1	Q7Z4W1	DCXR	0.991803278688525	1	1	non-interacting
NP_001182155	PRODH	0	O43272	PROD	1	1	1	non-interacting
NP_001182447	MICU1	1	Q9BPX6	MICU1	1	1	1	non-interacting
NP_001182451	MPC1L	1	P0DKB6	MPC1L	1	1	1	non-interacting
NP_001185461	OXR1	1	Q8N573	OXR1	1	1	1	non-interacting
NP_001185625	AIFM2	0	Q9BRQ8	FSP1	1	1	1	non-interacting
NP_001185808	ATP5MF-PTCD1	0	O75127	PTCD1	1	1	0.934579439252336	non-interacting
NP_001185890	ECHDC2	0	Q86YB7	ECHD2	1	1	1	non-interacting
NP_001185918	NFS1	1	Q9Y697	NFS1	0.888402625820569	1	1	non-interacting
NP_001186463	RAB5IF	0	Q9BUV8	RCAF1	1	1	1	non-interacting
NP_001186588	LETM2	1	Q2VYF4	LETM2	1	1	1	non-interacting
NP_001186674	ARL2	1	P36404	ARL2	0.853260869565217	1	1	non-interacting
NP_001186687	MTHFS	1	P49914	MTHFS	1	1	1	non-interacting
NP_001186768	BCL2L2	0	Q92843	B2CL2	0.994818652849741	0.994818652849741	1	non-interacting
NP_001186778	DAP3	0	P51398	RT29	1	1	1	non-interacting
NP_001186781	AK3	0	Q9UIJ7	KAD3	0.823788546255507	1	1	non-interacting
NP_001186827	PDK2	1	Q15119	PDK2	1	1	1	non-interacting
NP_001186904	UQCRB	0	P14927	QCR7	1	1	1	non-interacting
NP_001187	BID	1	P55957	BID	1	1	1	non-interacting
NP_001188	BIK	1	Q13323	BIK	1	1	1	non-interacting
NP_001188503	NUBPL	1	Q8TB37	NUBPL	1	1	1	non-interacting
NP_001188505	PLSCR3	0	Q9NRY6	PLS3	1	1	1	non-interacting
NP_001189431	NIPSNAP1	0	Q9BPW8	NIPS1	0.929577464788732	1	1	non-interacting
NP_001190980	SLC25A27	0	O95847	UCP4	1	1	1	non-interacting
NP_001191019	COX16	1	Q9P0S2	COX16	0.773584905660377	1	1	non-interacting
NP_001191035	BCL2L11	0	O43521	B2L11	1	1	0.62037037037037	non-interacting
NP_001191088	SPHK2	1	Q9NRA0	SPHK2	1	1	1	non-interacting
NP_001191759	LIPT1	0	Q9Y234	LIPT	1	1	1	non-interacting
NP_001193355	ATP5MD	0	Q96IX5	ATPMK	1	1	1	non-interacting
NP_001193420	MAVS	1	Q7Z434	MAVS	1	1	1	non-interacting
NP_001203	C1QBP	1	Q07021	C1QBP	1	1	1	non-interacting
NP_001220	CASP9	1	P55211	CASP9	1	1	1	non-interacting
NP_001227	CBR3	1	O75828	CBR3	1	1	1	non-interacting
NP_001229236	PITRM1	0	Q5JRX3	PREP	0.999036608863198	1	1	non-interacting
NP_001229437	OSBPL1A	0	Q9BXW6	OSBL1	1	1	1	non-interacting
NP_001229602	AHCYL1	0	O43865	SAHH2	1	1	1	non-interacting
NP_001229696	MTHFD1L	0	Q6UB35	C1TM	0.998978549540347	1	1	non-interacting
NP_001229810	NAXD	0	Q8IW45	NNRD	1	1	1	non-interacting
NP_001229831	AKAP1	1	Q92667	AKAP1	1	1	1	non-interacting
NP_001230328	GLRX2	1	Q9NS18	GLRX2	1	1	1	non-interacting
NP_001230618	LETMD1	0	Q6P1Q0	LTMD1	0.96514745308311	1	1	non-interacting
NP_001230679	NUDT8	1	Q8WV74	NUDT8	1	1	1	non-interacting
NP_001230707	PRXL2A	0	Q9BRX8	PXL2A	1	1	1	non-interacting
NP_001231178	APEX1	1	P27695	APEX1	1	1	1	non-interacting
NP_001231535	IMMP2L	0	Q96T52	IMP2L	1	1	1	non-interacting
NP_001231664	TMEM126A	0	Q9H061	T126A	1	1	1	non-interacting
NP_001231878	GPAM	0	Q9HCL2	GPAT1	1	1	1	non-interacting
NP_001234940	NUDT9	1	Q9BW91	NUDT9	0.908571428571429	1	1	non-interacting
NP_001239604	ACSS1	0	Q9NUB1	ACS2L	0.997097242380261	1	1	non-interacting
NP_001242936	PNPLA8	0	Q9NP80	PLPL8	1	1	1	non-interacting
NP_001243056	NSUN4	1	Q96CB9	NSUN4	1	1	1	non-interacting
NP_001243264	PTGES2	0	Q9H7Z7	PGES2	1	1	1	non-interacting
NP_001243327	BCO2	0	Q9BYV7	BCDO2	0.997005988023952	0.997005988023952	0.660079051383399	non-interacting
NP_001243332	PRELID3B	0	Q9Y3B1	PLD3B	0.845360824742268	1	1	non-interacting
NP_001243347	ATPAF1	0	Q5TC12	ATPF1	1	1	1	non-interacting
NP_001243406	CMPK2	1	Q5EBM0	CMPK2	1	1	1	non-interacting
NP_001243411	EPHX2	0	P34913	HYES	1	1	1	non-interacting
NP_001243439	SSBP1	0	Q04837	SSBP	1	1	1	non-interacting
NP_001243607	PRORP	0	O15091	MRPP3	0.972555746140652	1	1	non-interacting
NP_001243711	SEPTIN4	0	O43236	SEPT4	1	1	0.929006085192698	non-interacting
NP_001243893	CCDC51	0	Q96ER9	MITOK	1	1	1	non-interacting
NP_001244062	COX14	1	Q96I36	COX14	1	1	1	non-interacting
NP_001244941	FDXR	0	P22570	ADRO	0.919475655430712	1	1	non-interacting
NP_001245301	SPATA20	0	Q8TB22	SPT20	1	1	1	non-interacting
NP_001245317	ATPSCKMT	0	Q6P4H8	ACKMT	0.927038626609442	1	1	non-interacting
NP_001245321	CLPB	1	Q9H078	CLPB	0.957567185289958	1	1	non-interacting
NP_001245335	ACOD1	0	A6NK06	IRG1	1	1	1	non-interacting
NP_001245375	TOP1MT	0	Q969P6	TOP1M	1	1	1	non-interacting
NP_001245390	FASTK	1	Q14296	FASTK	0.950819672131147	1	1	non-interacting
NP_001247440	MGST1	1	P10620	MGST1	1	1	1	non-interacting
NP_001254792	SLIRP	1	Q9GZT3	SLIRP	0.981651376146789	1	1	non-interacting
NP_001257293	ALDH1L1	0	O75891	AL1L1	1	1	0.989035087719298	non-interacting
NP_001257313	MIGA1	1	Q8NAN2	MIGA1	0.998420221169036	1	1	non-interacting
NP_001257412	TST	0	Q16762	THTR	1	1	1	non-interacting
NP_001257455	STOM	1	P27105	STOM	1	1	0.99492385786802	non-interacting
NP_001257655	BCL2L13	0	Q9BXK5	B2L13	1	1	0.87426326129666	non-interacting
NP_001257711	TFAM	1	Q00059	TFAM	0.869918699186992	1	1	non-interacting
NP_001257808	MPC1	1	Q9Y5U8	MPC1	1	1	1	non-interacting
NP_001257817	SLC25A10	0	Q9UBX3	DIC	0.969594594594595	1	1	non-interacting
NP_001258142	SQOR	1	Q9Y6N5	SQOR	1	1	1	non-interacting
NP_001258214	ANTKMT	0	Q9BQD7	ANKMT	0.927659574468085	1	1	non-interacting
NP_001258349	TTC19	1	Q6DKK2	TTC19	1	1	1	non-interacting
NP_001258570	MTCH1	1	Q9NZJ7	MTCH1	1	1	1	non-interacting
NP_001258625	ABCB7	1	O75027	ABCB7	1	1	1	non-interacting
NP_001258691	DUS2	1	Q9NX74	DUS2L	1	1	1	non-interacting
NP_001258757	PRELID1	0	Q9Y255	PRLD1	0.949771689497717	1	1	non-interacting
NP_001258855	BCKDK	0	O14874	BCKD	0.917808219178082	1	1	non-interacting
NP_001258866	RMND1	1	Q9NWS8	RMND1	1	1	1	non-interacting
NP_001258978	TRAP1	1	Q12931	TRAP1	0.924715909090909	1	1	non-interacting
NP_001258980	C16orf91	0	Q4G0I0	CSMT1	1	1	1	non-interacting
NP_001263409	LONP1	0	P36776	LONM	1	1	1	non-interacting
NP_001263433	SDHD	0	O14521	DHSD	0.754716981132076	1	1	non-interacting
NP_001263990	MFF	1	Q9GZY8	MFF	1	1	1	non-interacting
NP_001265096	CDK5RAP1	0	Q96SZ6	CK5P1	0.97504159733777	1	1	non-interacting
NP_001265232	DIABLO	0	Q9NR28	DBLOH	1	1	1	non-interacting
NP_001265392	DNM1L	1	O00429	DNM1L	0.985054347826087	1	1	non-interacting
NP_001265519	LIAS	1	O43766	LIAS	0.884408602150538	1	1	non-interacting
NP_001265522	ALDH6A1	0	Q02252	MMSA	0.975700934579439	1	1	non-interacting
NP_001265645	FBXL4	1	Q9UKA2	FBXL4	1	1	1	non-interacting
NP_001266285	LYPLA1	0	O75608	LYPA1	0.852173913043478	1	1	non-interacting
NP_001267716	SURF1	1	Q15526	SURF1	1	1	1	non-interacting
NP_001267726	GLS2	0	Q9UI32	GLSL	1	1	1	non-interacting
NP_001268231	GFM2	0	Q969S9	RRF2M	1	1	0.960542540073983	non-interacting
NP_001268370	RCC1L	1	Q96I51	RCC1L	1	1	0.983240223463687	non-interacting
NP_001268425	PHB	0	P35232	PHB1	1	1	1	non-interacting
NP_001268667	ETFDH	0	Q16134	ETFD	1	1	1	non-interacting
NP_001269072	NLRX1	1	Q86UT6	NLRX1	1	1	1	non-interacting
NP_001269124	SLC25A14	0	O95258	UCP5	1	1	1	non-interacting
NP_001269160	ARMCX2	0	Q7L311	ARMX2	1	1	1	non-interacting
NP_001269208	PYCR1	0	P32322	P5CR1	0.90282131661442	1	1	non-interacting
NP_001269220	ABCB8	0	Q9NUT2	MITOS	1	1	1	non-interacting
NP_001269332	MDH2	0	P40926	MDHM	0.875739644970414	1	1	non-interacting
NP_001269711	TRMU	0	O75648	MTU1	1	1	0.986970684039088	non-interacting
NP_001269842	TCAIM	1	Q8N3R3	TCAIM	1	1	1	non-interacting
NP_001269917	DHRS4	1	Q9BTZ2	DHRS4	0.877697841726619	1	1	non-interacting
NP_001269945	NUDT13	0	Q86X67	NUD13	1	1	1	non-interacting
NP_001271330	TAMM41	0	Q96BW9	TAM41	1	1	0.928783382789317	non-interacting
NP_001271334	PTCD2	1	Q8WV60	PTCD2	1	1	1	non-interacting
NP_001273046	CCDC90B	0	Q9GZT6	CC90B	1	1	1	non-interacting
NP_001273113	SLC25A44	0	Q96H78	S2544	0.975155279503106	1	1	non-interacting
NP_001273149	GOT2	0	P00505	AATM	0.9	1	1	non-interacting
NP_001273195	MRS2	1	Q9HD23	MRS2	0.887133182844244	1	1	non-interacting
NP_001273302	TOMM40L	0	Q969M1	TM40L	0.88961038961039	1	1	non-interacting
NP_001273362	NME4	0	O00746	NDKM	0.818181818181818	1	1	non-interacting
NP_001273425	PIF1	1	Q9H611	PIF1	1	1	1	non-interacting
NP_001273612	AADAT	1	Q8N5Z0	AADAT	1	1	1	non-interacting
NP_001273636	RMDN1	0	Q96DB5	RMD1	0.863057324840764	1	1	non-interacting
NP_001273637	ACSL1	1	P33121	ACSL1	1	1	1	non-interacting
NP_001273763	RNASEH1	0	O60930	RNH1	1	1	1	non-interacting
NP_001273960	STOML2	0	Q9UJZ1	STML2	0.873595505617977	1	1	non-interacting
NP_001274178	D2HGDH	0	Q8N465	D2HDH	1	1	1	non-interacting
NP_001274316	SLC25A1	0	P53007	TXTP	1	1	1	non-interacting
NP_001275897	ACSF2	1	Q96CM8	ACSF2	0.9609375	1	1	non-interacting
NP_001276839	IDH2	0	P48735	IDHP	1	1	1	non-interacting
NP_001294	COX10	1	Q12887	COX10	1	1	1	non-interacting
NP_001295350	PIGBOS1	0	A0A0B4J2F0	PIOS1	1	1	1	non-interacting
NP_001335641	HTD2	1	P86397	HTD2	1	1	1	non-interacting
NP_001350	DECR1	0	Q16698	DECR	1	1	1	non-interacting
NP_001352	DHODH	0	Q02127	PYRD	1	1	1	non-interacting
NP_001389	ECH1	1	Q13011	ECH1	1	1	1	non-interacting
NP_001434	FABP1	0	P07148	FABPL	1	1	1	non-interacting
NP_001473	GATM	1	P50440	GATM	1	1	1	non-interacting
NP_001474	NIPSNAP2	0	O75323	NIPS2	1	1	1	non-interacting
NP_001478	BLOC1S1	0	P78537	BL1S1	1	1	1	non-interacting
NP_001504	GSTZ1	0	O43708	MAAI	1	1	1	non-interacting
NP_001536	MRPL58	0	Q14197	ICT1	1	1	1	non-interacting
NP_001598	ACAA1	0	P09110	THIK	1	1	1	non-interacting
NP_001599	ACADL	1	P28330	ACADL	1	1	1	non-interacting
NP_001600	ACADSB	0	P45954	ACDSB	1	1	1	non-interacting
NP_001616	AK2	0	P54819	KAD2	1	1	1	non-interacting
NP_001627	SLC25A6	0	P12236	ADT3	1	1	1	non-interacting
NP_001653	ARF5	1	P84085	ARF5	1	1	1	non-interacting
NP_001689	AUH	0	Q13825	AUHM	1	1	1	non-interacting
NP_001730	CA5A	0	P35218	CAH5A	1	1	1	non-interacting
NP_001743	CAT	0	P04040	CATA	1	1	1	non-interacting
NP_001867	CPT1A	1	P50416	CPT1A	1	1	1	non-interacting
NP_001909	DBT	0	P11182	ODB2	1	1	1	non-interacting
NP_001922	DLAT	0	P10515	ODP2	1	1	1	non-interacting
NP_001924	DLST	0	P36957	ODO2	1	1	1	non-interacting
NP_001976	ETFB	1	P38117	ETFB	1	1	1	non-interacting
NP_002023	FTH1	0	P02794	FRIH	1	1	1	non-interacting
NP_002076	GPX4	1	P36969	GPX4	1	1	1	non-interacting
NP_002147	HSPD1	0	P10809	CH60	1	1	1	non-interacting
NP_002148	HSPE1	0	P61604	CH10	1	1	1	non-interacting
NP_002387	ME2	0	P23368	MAOM	1	1	1	non-interacting
NP_002428	MPV17	1	P39210	MPV17	1	1	1	non-interacting
NP_002446	MTX1	1	Q13505	MTX1	0.997854077253219	0.997854077253219	1	non-interacting
NP_002504	NME3	0	Q13232	NDK3	1	1	1	non-interacting
NP_002519	NTHL1	0	P78549	NTH	1	1	1	non-interacting
NP_002533	OGG1	1	O15527	OGG1	1	1	1	non-interacting
NP_002601	PDK1	1	Q15118	PDK1	1	1	1	non-interacting
NP_002603	PDK4	1	Q16654	PDK4	1	1	1	non-interacting
NP_002681	POLB	0	P06746	DPOLB	1	1	1	non-interacting
NP_002721	PRKACA	0	P17612	KAPCA	1	1	1	non-interacting
NP_002849	ABCD3	1	P28288	ABCD3	1	1	1	non-interacting
NP_002991	SDHB	1	P21912	SDHB	1	1	1	non-interacting
NP_003110	SPG7	1	Q9UQ90	SPG7	1	1	1	non-interacting
NP_003115	SPR	0	P35270	SPRE	1	1	1	non-interacting
NP_003162	SUPV3L1	0	Q8IYB8	SUV3	1	1	1	non-interacting
NP_003312	TUFM	0	P49411	EFTU	1	1	0.993406593406593	non-interacting
NP_003346	UCP2	1	P55851	UCP2	1	1	1	non-interacting
NP_003347	UCP3	1	P55916	UCP3	1	1	1	non-interacting
NP_003365	VDAC1	1	P21796	VDAC1	1	1	1	non-interacting
NP_003468	PDHX	0	O00330	ODPX	1	1	1	non-interacting
NP_003670	KMO	1	O15229	KMO	1	1	1	non-interacting
NP_003680	AKR7A2	0	O43488	ARK72	1	1	1	non-interacting
NP_003696	SLC25A12	0	O75746	CMC1	1	1	1	non-interacting
NP_003837	PEX11B	0	O96011	PX11B	1	1	1	non-interacting
NP_003839	SUCLG2	0	Q96I99	SUCB2	1	1	1	non-interacting
NP_003840	SUCLG1	0	P53597	SUCA	1	1	1	non-interacting
NP_003841	SUCLA2	0	Q9P2R7	SUCB1	1	1	1	non-interacting
NP_003867	TMEM11	0	P17152	TMM11	1	1	1	non-interacting
NP_004040	BCL2A1	0	Q16548	B2LA1	1	1	1	non-interacting
NP_004042	BDH1	0	Q02338	BDH	1	1	1	non-interacting
NP_004043	BNIP3	1	Q12983	BNIP3	1	1	1	non-interacting
NP_004065	COX8A	1	P10176	COX8A	1	1	1	non-interacting
NP_004066	CRY1	1	Q16526	CRY1	1	1	1	non-interacting
NP_004068	CS	0	O75390	CISY	1	1	1	non-interacting
NP_004076	TIMM8A	0	O60220	TIM8A	1	1	1	non-interacting
NP_004083	ECHS1	0	P30084	ECHM	1	1	1	non-interacting
NP_004095	FASN	0	P49327	FAS	1	1	1	non-interacting
NP_004100	FDX1	0	P10109	ADX	1	1	1	non-interacting
NP_004125	HSPA9	0	P38646	GRP75	1	1	1	non-interacting
NP_004126	IDH3G	1	P51553	IDH3G	1	1	1	non-interacting
NP_004159	SDHA	1	P31040	SDHA	1	1	1	non-interacting
NP_004251	RECQL4	0	O94761	RECQ4	0.999172185430464	0.999172185430464	1	non-interacting
NP_004270	PMPCB	0	O75439	MPPB	1	1	1	non-interacting
NP_004285	MTRF1	0	O75570	RF1M	1	1	1	non-interacting
NP_004313	BAD	1	Q92934	BAD	1	1	1	non-interacting
NP_004322	BNIP3L	0	O60238	BNI3L	1	1	1	non-interacting
NP_004323	BPHL	1	Q86WA6	BPHL	1	1	1	non-interacting
NP_004337	CASP3	1	P42574	CASP3	1	1	1	non-interacting
NP_004366	COX11	1	Q9Y6N1	COX11	1	1	1	non-interacting
NP_004426	ENDOG	0	Q14249	NUCG	1	1	1	non-interacting
NP_004474	GCSH	1	P23434	GCSH	1	1	1	non-interacting
NP_004499	IDI1	1	Q13907	IDI1	1	1	0.799295774647887	non-interacting
NP_004519	MGST3	1	O14880	MGST3	1	1	1	non-interacting
NP_004553	PRKN	1	O60260	PRKN	1	1	1	non-interacting
NP_004554	PCK2	0	Q16822	PCKGM	0.9984375	0.9984375	1	non-interacting
NP_004555	GATB	1	O75879	GATB	1	1	1	non-interacting
NP_004580	SCO1	1	O75880	SCO1	1	1	1	non-interacting
NP_004609	TOP3A	1	Q13472	TOP3A	1	1	1	non-interacting
NP_004640	GATD3A	0	A0A0B4J2D5	GAL3B	1	1	1	non-interacting
NP_004709	COX7A2L	0	O14548	COX7R	1	1	1	non-interacting
NP_004740	TBRG4	0	Q969Z0	FAKD4	1	1	1	non-interacting
NP_004773	SNAP29	0	O95721	SNP29	1	1	1	non-interacting
NP_004854	SPTLC2	0	O15270	SPTC2	1	1	1	non-interacting
NP_004885	ATP5MPL	0	P56378	ATP68	1	1	1	non-interacting
NP_004896	PRDX6	1	P30041	PRDX6	1	1	1	non-interacting
NP_005006	OXA1L	1	Q15070	OXA1L	0.997701149425287	0.997701149425287	0.878787878787879	non-interacting
NP_005155	ABCD2	1	Q9UBJ2	ABCD2	1	1	1	non-interacting
NP_005253	GFER	0	P55789	ALR	1	1	1	non-interacting
NP_005262	GLUD1	0	P00367	DHE3	1	1	1	non-interacting
NP_005331	HINT1	1	P49773	HINT1	1	1	1	non-interacting
NP_005381	PDHA2	0	P29803	ODPAT	1	1	1	non-interacting
NP_005382	PDK3	1	Q15120	PDK3	1	1	1	non-interacting
NP_005519	DNAJC4	0	Q9NNZ3	DNJC4	1	1	1	non-interacting
NP_005521	IDH3A	1	P50213	IDH3A	1	1	1	non-interacting
NP_005613	ACSM3	1	Q53FZ2	ACSM3	1	1	1	non-interacting
NP_005680	ABCB6	1	Q9NP58	ABCB6	1	1	1	non-interacting
NP_005685	COX17	1	Q14061	COX17	1	1	1	non-interacting
NP_005693	ERAL1	1	O75616	ERAL1	1	1	1	non-interacting
NP_005720	PPIF	1	P30405	PPIF	1	1	1	non-interacting
NP_005754	AASS	1	Q9UDR5	AASS	1	1	1	non-interacting
NP_005784	NME6	0	O75414	NDK6	1	1	0.958762886597938	non-interacting
NP_005785	DHRS2	1	Q13268	DHRS2	1	1	1	non-interacting
NP_005800	PRDX2	1	P32119	PRDX2	1	1	1	non-interacting
NP_005825	TIMM17B	0	O60830	TI17B	1	1	1	non-interacting
NP_005827	RIDA	1	P52758	RIDA	1	1	1	non-interacting
NP_005872	BCKDK	0	O14874	BCKD	1	1	1	non-interacting
NP_005879	SLC25A3	0	Q00325	MPCP	1	1	1	non-interacting
NP_005890	NBR1	1	Q14596	NBR1	1	1	1	non-interacting
NP_005923	MIPEP	1	Q99797	MIPEP	0.99859747545582	0.99859747545582	1	non-interacting
NP_006003	CLPP	1	Q16740	CLPP	1	1	1	non-interacting
NP_006011	ALKBH1	0	Q13686	ALKB1	1	1	1	non-interacting
NP_006102	ACAA2	0	P42765	THIM	1	1	1	non-interacting
NP_006318	TIMM23	0	O14925	TIM23	1	1	1	non-interacting
NP_006326	TIMM17A	0	Q99595	TI17A	1	1	1	non-interacting
NP_006336	SLC30A9	0	Q6PML9	ZNT9	1	1	1	non-interacting
NP_006342	TIMM44	0	O43615	TIM44	1	1	1	non-interacting
NP_006397	PRDX4	1	Q13162	PRDX4	1	1	1	non-interacting
NP_006431	TXNRD2	0	Q9NNW7	TRXR2	1	1	1	non-interacting
NP_006545	MTX2	1	O75431	MTX2	1	1	1	non-interacting
NP_006627	MTHFD2	0	P13995	MTDC	1	1	1	non-interacting
NP_006651	CLPX	1	O76031	CLPX	1	1	1	non-interacting
NP_006784	PRDX3	1	P30048	PRDX3	1	1	1	non-interacting
NP_006787	AFG3L2	0	Q9Y4W6	AFG32	1	1	1	non-interacting
NP_006800	TOMM34	0	Q15785	TOM34	1	1	1	non-interacting
